transacao_id,cliente_id,valor,data,produto
1337,755,4972.93,2025-06-04,Conta Digital
1338,874,4615.81,2026-03-27,Cartão
1339,194,760.13,2025-08-24,Empréstimo
1340,37,2361.83,2025-06-17,Investimento
1341,447,597.8,2026-05-22,Cartão
1342,453,1795.47,2026-05-12,Investimento
1343,505,580.2,2025-06-01,Cartão
1344,358,486.02,2025-10-18,Empréstimo
1345,855,858.11,2026-06-05,Seguro
1346,577,4456.65,2025-08-06,Conta Digital
1347,995,40.55,2025-07-04,Investimento
1348,943,402.64,2026-05-26,Cartão
1349,909,1656.72,2025-10-19,Cartão
1350,404,1880.32,2025-04-19,Seguro
1351,158,163.8,2026-04-17,Investimento
1352,465,3149.22,2025-10-03,Conta Digital
1353,674,48.91,2025-02-14,Conta Digital
1354,974,2276.45,2025-05-13,Empréstimo
1355,884,262.44,2025-10-17,Seguro
1356,818,296.56,2025-03-14,Conta Digital
1357,975,3019.41,2025-04-05,Investimento
1358,262,906.49,2026-02-13,Cartão
1359,22,4264.68,2025-06-16,Investimento
1360,799,2023.93,2025-06-07,Cartão
1361,306,2464.41,2026-03-19,Seguro
1362,926,3431.11,2025-05-15,Seguro
1363,682,498.64,2026-01-12,Conta Digital
1364,205,2458.32,2026-02-02,Investimento
1365,275,2824.02,2026-03-10,Cartão
1366,775,2124.23,2026-01-13,Conta Digital
1367,191,2181.85,2026-03-13,Cartão
1368,42,2576.44,2026-04-20,Empréstimo
1369,664,3437.46,2025-06-08,Investimento
1370,540,3155.21,2026-06-22,Cartão
1371,298,2351.73,2025-03-23,Investimento
1372,308,760.06,2025-05-11,Seguro
1373,862,1258.29,2026-03-14,Seguro
1374,583,257.69,2025-03-20,Cartão
1375,526,556.01,2026-03-12,Investimento
1376,97,2333.99,2025-09-17,Seguro
1377,261,2936.13,2026-05-31,Cartão
1378,117,3707.77,2026-04-19,Empréstimo
1379,806,927.4,2026-02-07,Cartão
1380,86,2092.93,2025-11-01,Seguro
1381,602,3625.99,2026-04-06,Conta Digital
1382,828,1340.07,2025-07-11,Empréstimo
1383,190,409.54,2025-09-23,Cartão
1384,445,2681.19,2025-01-06,Investimento
1385,120,86.26,2026-05-04,Investimento
1386,709,2037.36,2026-05-14,Seguro
1387,634,4069.4,2026-01-05,Investimento
1388,824,1527.23,2025-05-09,Empréstimo
1389,15,970.19,2025-01-17,Empréstimo
1390,880,153.54,2026-05-08,Empréstimo
1391,666,1224.07,2025-07-15,Cartão
1392,309,3853.21,2025-06-01,Investimento
1393,433,128.65,2025-06-20,Empréstimo
1394,757,3518.94,2026-05-12,Investimento
1395,21,4301.79,2025-09-06,Empréstimo
1396,302,2855.76,2026-02-06,Cartão
1397,342,59.21,2026-03-19,Investimento
1398,869,2488.6,2025-10-25,Cartão
1399,500,2010.41,2026-06-10,Conta Digital
1400,743,3065.25,2026-05-15,Empréstimo
1401,732,322.31,2025-01-20,Investimento
1402,591,1592.93,2025-03-07,Seguro
1403,915,3248.54,2026-04-30,Cartão
1404,507,3121.03,2025-12-22,Investimento
1405,715,2192.43,2025-06-15,Seguro
1406,744,977.16,2025-12-19,Investimento
1407,238,2548.03,2025-12-14,Conta Digital
1408,874,4215.49,2026-04-25,Empréstimo
1409,905,1481.1,2026-02-04,Investimento
1410,854,4707.16,2026-01-04,Investimento
1411,819,4855.29,2025-06-15,Conta Digital
1412,213,1426.64,2025-03-30,Investimento
1413,133,882.99,2025-06-10,Conta Digital
1414,504,522.5,2026-03-02,Investimento
1415,311,1188.9,2025-02-18,Cartão
1416,368,4406.91,2026-01-01,Empréstimo
1417,179,4143.18,2026-05-31,Cartão
1418,827,337.05,2026-03-17,Cartão
1419,633,1148.92,2025-08-18,Investimento
1420,265,4968.44,2025-12-30,Cartão
1421,789,4391.01,2025-10-01,Empréstimo
1422,874,3456.88,2026-06-12,Conta Digital
1423,686,538.63,2025-02-21,Investimento
1424,819,2296.54,2025-04-24,Cartão
1425,801,3060.65,2025-04-15,Conta Digital
1426,43,2546.38,2025-06-21,Cartão
1427,892,1042.82,2026-01-06,Empréstimo
1428,746,1474.77,2026-03-29,Conta Digital
1429,511,3668.11,2025-04-12,Empréstimo
1430,663,1831.41,2025-05-22,Cartão
1431,869,1025.41,2026-03-02,Cartão
1432,252,4177.37,2026-05-01,Seguro
1433,294,2535.01,2025-03-29,Seguro
1434,382,3581.69,2026-03-01,Seguro
1435,645,3331.68,2025-06-05,Conta Digital
1436,432,3940.33,2025-05-22,Investimento
1437,424,4591.74,2026-04-15,Conta Digital
1438,814,3417.35,2025-01-31,Investimento
1439,150,3855.36,2026-06-14,Cartão
1440,87,1704.75,2026-02-16,Empréstimo
1441,445,326.11,2025-02-07,Empréstimo
1442,925,2881.3,2026-06-17,Seguro
1443,430,2021.97,2025-11-08,Seguro
1444,932,1733.9,2025-10-14,Conta Digital
1445,626,4603.84,2026-02-18,Investimento
1446,660,1041.57,2026-03-29,Seguro
1447,909,4062.92,2026-02-19,Empréstimo
1448,903,1521.63,2025-02-07,Conta Digital
1449,343,1962.17,2025-05-10,Conta Digital
1450,554,1433.96,2025-04-06,Conta Digital
1451,566,1575.02,2025-12-15,Empréstimo
1452,24,158.9,2025-09-22,Empréstimo
1453,853,3875.31,2026-03-09,Conta Digital
1454,114,3665.29,2026-01-17,Seguro
1455,643,2547.35,2025-05-07,Cartão
1456,775,3261.79,2025-05-08,Investimento
1457,306,2870.73,2025-01-06,Investimento
1458,348,4915.09,2025-08-28,Seguro
1459,307,1436.99,2025-05-24,Investimento
1460,533,3692.81,2025-04-18,Seguro
1461,529,2920.2,2026-01-05,Investimento
1462,101,749.84,2026-03-12,Investimento
1463,84,479.4,2026-03-12,Empréstimo
1464,488,1089.63,2025-03-21,Seguro
1465,694,2640.75,2026-06-16,Investimento
1466,893,1333.19,2026-05-26,Investimento
1467,451,3451.31,2026-05-17,Investimento
1468,844,830.96,2026-06-02,Empréstimo
1469,497,3561.53,2025-05-13,Conta Digital
1470,884,2655.12,2025-08-06,Investimento
1471,485,182.38,2025-06-10,Conta Digital
1472,379,4610.05,2025-05-02,Conta Digital
1473,873,2054.93,2025-05-04,Seguro
1474,586,1462.16,2026-06-20,Empréstimo
1475,121,1869.91,2026-01-19,Seguro
1476,302,2439.91,2025-05-27,Empréstimo
1477,803,2956.33,2025-02-19,Seguro
1478,911,1431.74,2025-07-07,Investimento
1479,3,629.19,2025-12-24,Cartão
1480,892,242.52,2026-05-08,Conta Digital
1481,318,2837.5,2025-12-12,Investimento
1482,487,4175.61,2025-05-16,Empréstimo
1483,517,3189.57,2026-04-06,Investimento
1484,153,4334.4,2025-11-30,Cartão
1485,820,3131.36,2026-02-24,Investimento
1486,239,4503.22,2025-12-14,Conta Digital
1487,47,4791.24,2026-03-30,Seguro
1488,662,460.88,2025-06-19,Cartão
1489,586,3157.94,2025-11-13,Conta Digital
1490,661,636.43,2025-03-29,Empréstimo
1491,979,3101.15,2025-02-24,Conta Digital
1492,535,963.19,2026-05-03,Conta Digital
1493,919,112.95,2025-07-04,Cartão
1494,282,3938.05,2025-09-09,Conta Digital
1495,455,441.55,2025-11-25,Investimento
1496,604,244.02,2025-01-24,Seguro
1497,448,918.93,2025-01-25,Conta Digital
1498,325,1922.41,2025-04-04,Cartão
1499,102,2718.06,2025-10-20,Empréstimo
1500,188,1292.66,2025-04-02,Empréstimo
1501,315,4761.78,2025-06-23,Cartão
1502,630,4806.39,2025-07-05,Cartão
1503,731,311.34,2026-02-04,Cartão
1504,328,729.45,2025-11-28,Seguro
1505,385,4709.06,2025-05-04,Cartão
1506,208,1213.32,2025-08-31,Investimento
1507,521,3766.9,2026-01-30,Cartão
1508,276,321.95,2026-04-21,Conta Digital
1509,417,345.98,2025-01-30,Investimento
1510,649,1184.03,2025-01-20,Seguro
1511,568,4818.1,2025-04-14,Empréstimo
1512,782,2782.44,2025-05-09,Seguro
1513,582,2045.59,2025-03-27,Conta Digital
1514,209,3918.75,2025-05-26,Seguro
1515,554,4926.84,2025-09-09,Conta Digital
1516,976,2130.29,2026-04-08,Cartão
1517,2,4066.97,2025-10-24,Empréstimo
1518,1,319.67,2026-05-09,Seguro
1519,613,1269.43,2026-01-25,Seguro
1520,863,3168.39,2026-06-07,Seguro
1521,47,823.85,2025-03-13,Seguro
1522,92,1988.62,2025-05-06,Empréstimo
1523,743,2791.27,2025-10-14,Investimento
1524,216,3060.02,2025-11-22,Seguro
1525,651,1321.58,2026-04-09,Seguro
1526,252,3318.14,2025-11-26,Seguro
1527,216,2309.8,2025-12-03,Cartão
1528,936,3465.39,2025-01-03,Conta Digital
1529,488,41.31,2025-01-10,Empréstimo
1530,424,2787.84,2026-05-16,Investimento
1531,552,424.12,2025-03-21,Conta Digital
1532,32,4465.01,2026-04-01,Cartão
1533,362,4860.75,2026-01-21,Conta Digital
1534,367,1946.02,2025-01-09,Cartão
1535,474,1864.99,2025-07-17,Investimento
1536,10,1123.17,2025-01-21,Seguro
1537,697,4608.57,2026-01-02,Empréstimo
1538,93,4085.08,2025-11-07,Empréstimo
1539,240,4900.99,2026-01-07,Cartão
1540,288,2474.33,2025-08-03,Cartão
1541,201,4921.63,2026-02-10,Cartão
1542,891,1401.19,2026-05-28,Investimento
1543,175,2767.89,2025-06-29,Cartão
1544,603,658.67,2025-03-08,Empréstimo
1545,266,4669.15,2025-08-22,Conta Digital
1546,747,3915.62,2025-07-16,Cartão
1547,994,3471.07,2025-09-16,Conta Digital
1548,905,2280.55,2026-03-14,Cartão
1549,875,4695.02,2026-03-19,Investimento
1550,281,626.15,2026-06-15,Investimento
1551,508,1820.13,2025-02-14,Empréstimo
1552,49,1404.11,2026-03-07,Conta Digital
1553,460,1594.88,2026-02-06,Empréstimo
1554,343,427.41,2025-01-26,Empréstimo
1555,707,2130.62,2025-03-18,Empréstimo
1556,202,839.12,2025-11-15,Cartão
1557,642,3133.97,2025-01-29,Investimento
1558,443,4044.13,2025-12-09,Seguro
1559,254,557.05,2025-09-02,Seguro
1560,853,291.08,2025-12-08,Conta Digital
1561,814,1198.98,2025-03-16,Conta Digital
1562,635,2203.88,2025-04-08,Investimento
1563,593,641.64,2025-03-04,Cartão
1564,387,1580.13,2025-03-08,Empréstimo
1565,64,4597.2,2026-03-29,Cartão
1566,309,3061.48,2026-03-19,Cartão
1567,105,3394.27,2025-02-23,Seguro
1568,871,1919.65,2025-04-09,Conta Digital
1569,771,2067.32,2025-01-11,Investimento
1570,394,2331.76,2026-03-15,Conta Digital
1571,635,524.36,2025-01-27,Investimento
1572,530,1654.4,2025-07-17,Cartão
1573,106,81.2,2025-03-11,Conta Digital
1574,809,4207.08,2025-05-10,Conta Digital
1575,263,1789.85,2026-05-08,Conta Digital
1576,456,945.9,2025-05-21,Cartão
1577,62,655.85,2026-03-23,Conta Digital
1578,983,3265.49,2026-01-02,Seguro
1579,598,4428.41,2025-05-30,Empréstimo
1580,481,1557.2,2025-12-18,Seguro
1581,378,4851.95,2026-06-15,Conta Digital
1582,674,3397.94,2025-02-28,Empréstimo
1583,520,4099.54,2025-02-25,Investimento
1584,353,993.13,2025-07-25,Empréstimo
1585,805,360.65,2025-07-13,Investimento
1586,712,3465.37,2026-04-24,Conta Digital
1587,710,1669.1,2025-12-10,Conta Digital
1588,307,2105.1,2025-06-16,Cartão
1589,466,4383.01,2025-02-13,Investimento
1590,225,4601.37,2025-08-17,Empréstimo
1591,478,3127.12,2025-09-02,Investimento
1592,753,3846.38,2025-12-06,Investimento
1593,211,2013.56,2025-01-07,Seguro
1594,11,387.18,2025-01-31,Conta Digital
1595,118,729.16,2026-03-27,Empréstimo
1596,647,2936.72,2026-01-04,Cartão
1597,999,167.83,2025-07-22,Seguro
1598,179,1110.35,2025-09-26,Empréstimo
1599,348,4240.72,2025-09-09,Empréstimo
1600,201,127.03,2025-09-26,Cartão
1601,22,4160.6,2025-05-21,Investimento
1602,671,3941.32,2025-04-24,Seguro
1603,959,1066.98,2026-04-13,Empréstimo
1604,379,4051.25,2025-06-25,Conta Digital
1605,819,4988.52,2026-03-21,Cartão
1606,122,739.27,2025-05-14,Empréstimo
1607,197,2672.12,2026-01-19,Seguro
1608,614,2159.11,2025-09-08,Cartão
1609,782,3087.82,2025-07-13,Conta Digital
1610,302,3952.15,2025-12-02,Empréstimo
1611,55,3154.71,2025-10-14,Empréstimo
1612,872,2551.18,2026-05-16,Empréstimo
1613,745,425.41,2026-04-27,Conta Digital
1614,67,853.82,2026-02-02,Conta Digital
1615,384,2502.97,2026-04-21,Empréstimo
1616,330,3568.18,2026-06-23,Investimento
1617,733,4779.64,2026-05-01,Seguro
1618,596,2016.71,2025-02-07,Empréstimo
1619,225,4476.53,2026-04-08,Empréstimo
1620,406,1108.6,2026-03-12,Investimento
1621,586,802.9,2026-01-19,Seguro
1622,564,442.1,2025-03-28,Seguro
1623,456,2603.73,2025-08-24,Conta Digital
1624,43,2336.96,2025-12-11,Investimento
1625,462,2348.4,2026-02-23,Seguro
1626,824,2497.76,2025-10-07,Investimento
1627,26,914.24,2025-08-28,Seguro
1628,661,397.92,2025-03-26,Seguro
1629,863,2518.79,2025-03-22,Seguro
1630,949,1154.15,2025-05-02,Cartão
1631,369,210.64,2025-07-25,Seguro
1632,202,3382.03,2025-09-14,Seguro
1633,764,4081.51,2025-10-09,Empréstimo
1634,723,3028.09,2025-05-22,Conta Digital
1635,935,1320.45,2025-11-03,Seguro
1636,843,1746.23,2026-02-18,Investimento
1637,842,2908.17,2025-01-13,Investimento
1638,670,2572.98,2025-06-02,Investimento
1639,234,1150.09,2025-08-03,Investimento
1640,240,2588.81,2026-04-25,Investimento
1641,349,3963.74,2025-11-17,Empréstimo
1642,440,3855.25,2026-03-04,Empréstimo
1643,450,2260.86,2025-01-31,Seguro
1644,143,2895.99,2025-05-12,Seguro
1645,966,3694.27,2026-05-27,Seguro
1646,348,1142.94,2026-03-12,Investimento
1647,782,3897.64,2025-11-03,Seguro
1648,602,135.73,2025-02-02,Empréstimo
1649,158,4886.67,2025-12-05,Conta Digital
1650,645,3999.75,2026-02-05,Investimento
1651,210,4744.49,2025-03-07,Conta Digital
1652,396,957.93,2025-04-22,Seguro
1653,584,4810.45,2025-11-08,Cartão
1654,176,539.48,2025-07-01,Cartão
1655,847,3451.34,2026-05-16,Cartão
1656,192,1011.01,2026-01-31,Seguro
1657,211,1180.54,2026-06-21,Cartão
1658,466,306.12,2026-06-15,Cartão
1659,176,1647.32,2026-02-25,Investimento
1660,161,4948.18,2025-05-13,Conta Digital
1661,429,2401.69,2025-03-12,Investimento
1662,979,4519.87,2025-07-31,Empréstimo
1663,892,1044.27,2026-03-19,Investimento
1664,163,3026.47,2025-11-14,Conta Digital
1665,208,2522.33,2026-04-15,Seguro
1666,207,57.07,2025-05-27,Investimento
1667,66,4126.42,2025-09-10,Conta Digital
1668,337,4553.31,2026-05-18,Investimento
1669,474,2889.14,2025-04-04,Seguro
1670,662,4407.35,2026-04-13,Seguro
1671,718,4216.34,2025-11-01,Investimento
1672,628,4120.68,2025-06-29,Investimento
1673,256,914.3,2026-03-19,Investimento
1674,394,4555.95,2025-07-07,Conta Digital
1675,98,1979.89,2025-02-14,Empréstimo
1676,907,4355.29,2025-10-08,Conta Digital
1677,299,3339.95,2025-03-10,Empréstimo
1678,931,2477.57,2025-05-05,Seguro
1679,79,3781.88,2026-06-01,Seguro
1680,420,2265.66,2025-09-16,Empréstimo
1681,519,242.28,2025-01-28,Cartão
1682,655,3478.54,2026-04-18,Investimento
1683,352,3734.87,2025-07-19,Investimento
1684,39,73.47,2025-04-28,Empréstimo
1685,335,3358.07,2026-04-21,Investimento
1686,473,359.82,2025-09-06,Investimento
1687,144,2364.52,2025-10-13,Empréstimo
1688,175,4195.71,2025-04-13,Empréstimo
1689,302,638.27,2026-02-05,Empréstimo
1690,80,3363.53,2025-01-12,Seguro
1691,158,2214.48,2025-07-02,Empréstimo
1692,732,191.54,2025-08-10,Investimento
1693,714,257.82,2026-06-20,Cartão
1694,400,3457.93,2026-03-31,Cartão
1695,613,43.24,2026-01-22,Empréstimo
1696,952,1263.5,2025-09-02,Empréstimo
1697,94,99.87,2025-01-29,Cartão
1698,346,4106.22,2025-03-06,Empréstimo
1699,982,4413.78,2025-06-21,Empréstimo
1700,46,2090.09,2025-04-21,Seguro
1701,331,2819.03,2025-07-14,Conta Digital
1702,213,4672.95,2026-02-09,Investimento
1703,124,1177.39,2025-04-19,Seguro
1704,332,884.64,2026-02-16,Seguro
1705,13,1958.15,2026-04-15,Empréstimo
1706,68,3296.65,2025-10-13,Conta Digital
1707,378,238.82,2025-08-12,Investimento
1708,309,3842.37,2026-05-27,Cartão
1709,730,2690.18,2025-06-25,Seguro
1710,983,491.83,2025-11-29,Investimento
1711,695,4624.28,2025-05-17,Seguro
1712,180,3184.06,2025-11-22,Investimento
1713,70,1688.82,2026-04-05,Investimento
1714,524,3210.15,2025-08-27,Conta Digital
1715,602,3529.05,2025-01-14,Empréstimo
1716,22,3089.42,2025-05-08,Seguro
1717,243,3694.81,2025-09-07,Conta Digital
1718,82,318.42,2026-01-19,Investimento
1719,304,1026.02,2026-01-20,Empréstimo
1720,658,208.78,2026-03-31,Seguro
1721,138,1405.07,2025-02-10,Conta Digital
1722,811,4888.29,2025-10-23,Cartão
1723,235,4237.74,2025-12-06,Seguro
1724,249,1044.97,2025-02-25,Empréstimo
1725,821,3443.0,2025-08-16,Conta Digital
1726,894,1919.8,2025-11-26,Empréstimo
1727,453,3156.32,2025-03-08,Investimento
1728,72,4769.23,2025-02-23,Empréstimo
1729,961,1037.02,2025-04-04,Empréstimo
1730,607,2753.26,2025-07-29,Empréstimo
1731,520,409.26,2026-04-24,Seguro
1732,169,3613.94,2025-09-08,Investimento
1733,181,3037.14,2025-11-07,Seguro
1734,591,2252.39,2025-07-26,Seguro
1735,884,3910.82,2025-03-23,Seguro
1736,408,1901.03,2026-04-28,Investimento
1737,433,2536.36,2026-03-20,Empréstimo
1738,840,4769.71,2026-05-09,Cartão
1739,781,1919.47,2025-03-27,Seguro
1740,610,2695.24,2025-06-29,Seguro
1741,390,2328.98,2026-04-10,Seguro
1742,385,2819.47,2026-05-08,Cartão
1743,342,700.55,2026-04-26,Empréstimo
1744,159,4582.34,2025-01-05,Cartão
1745,883,2513.49,2026-01-19,Investimento
1746,415,4629.94,2026-02-09,Seguro
1747,394,2457.96,2025-03-14,Investimento
1748,907,213.36,2025-05-08,Investimento
1749,955,2836.73,2025-07-18,Investimento
1750,981,1291.19,2025-12-23,Conta Digital
1751,727,2453.34,2026-01-13,Cartão
1752,667,1938.96,2026-03-11,Empréstimo
1753,249,2399.07,2026-01-06,Cartão
1754,715,3335.06,2025-06-01,Seguro
1755,620,2288.24,2025-05-31,Seguro
1756,254,3018.7,2025-06-15,Cartão
1757,120,3859.44,2026-01-29,Investimento
1758,724,2939.08,2025-03-24,Conta Digital
1759,932,960.34,2026-03-10,Empréstimo
1760,850,2145.82,2025-11-06,Conta Digital
1761,991,2675.34,2026-01-27,Conta Digital
1762,316,3674.99,2025-04-02,Cartão
1763,652,2871.61,2025-12-19,Empréstimo
1764,276,3748.68,2026-02-12,Seguro
1765,7,4935.39,2026-05-19,Cartão
1766,100,367.81,2026-03-04,Conta Digital
1767,427,3279.52,2026-03-18,Empréstimo
1768,181,1885.76,2025-05-18,Empréstimo
1769,499,926.28,2025-04-23,Investimento
1770,581,4075.56,2025-07-10,Empréstimo
1771,61,3754.58,2025-07-16,Seguro
1772,924,4360.65,2026-03-28,Conta Digital
1773,112,4344.44,2025-06-20,Cartão
1774,301,446.82,2025-05-08,Seguro
1775,66,1723.92,2025-08-29,Investimento
1776,497,3370.57,2025-04-14,Cartão
1777,63,1345.08,2025-01-08,Conta Digital
1778,809,4938.34,2025-04-10,Empréstimo
1779,535,3963.1,2026-01-20,Conta Digital
1780,533,4934.75,2025-09-30,Investimento
1781,485,3789.42,2026-03-16,Seguro
1782,380,3415.66,2025-12-18,Seguro
1783,837,1213.19,2026-01-05,Investimento
1784,388,3061.83,2025-12-31,Seguro
1785,826,518.88,2026-04-13,Investimento
1786,743,4180.4,2025-05-23,Cartão
1787,617,632.01,2025-10-14,Empréstimo
1788,378,2270.55,2026-05-02,Conta Digital
1789,424,3307.94,2025-01-04,Seguro
1790,18,3176.21,2025-02-16,Seguro
1791,695,2232.64,2026-05-12,Investimento
1792,757,3070.71,2025-03-25,Seguro
1793,439,4696.64,2026-05-03,Cartão
1794,752,1936.6,2025-07-19,Empréstimo
1795,891,2609.87,2026-06-01,Cartão
1796,131,2499.67,2025-03-31,Seguro
1797,853,3371.85,2026-04-24,Empréstimo
1798,918,2242.51,2025-04-29,Investimento
1799,679,2712.53,2025-09-07,Empréstimo
1800,175,3771.2,2025-04-02,Cartão
1801,446,4966.94,2025-01-30,Empréstimo
1802,952,4646.26,2026-01-28,Seguro
1803,226,3601.49,2026-05-03,Cartão
1804,682,696.07,2026-05-19,Cartão
1805,815,3465.09,2025-08-18,Conta Digital
1806,785,4620.76,2025-03-08,Seguro
1807,387,4552.63,2026-01-26,Conta Digital
1808,990,4283.58,2025-08-27,Empréstimo
1809,266,596.14,2025-03-31,Cartão
1810,92,1714.38,2025-07-12,Cartão
1811,587,1851.33,2025-11-17,Investimento
1812,591,3689.85,2025-11-15,Cartão
1813,605,2687.3,2026-02-02,Investimento
1814,328,3860.98,2025-05-10,Conta Digital
1815,680,3016.06,2025-08-16,Cartão
1816,405,65.76,2026-04-17,Seguro
1817,149,4084.42,2025-10-31,Empréstimo
1818,512,3406.3,2025-05-31,Conta Digital
1819,291,746.44,2025-02-05,Conta Digital
1820,328,1558.28,2025-05-07,Seguro
1821,869,3538.48,2026-05-05,Empréstimo
1822,507,1471.65,2026-01-21,Cartão
1823,830,1679.06,2025-08-04,Empréstimo
1824,718,3683.91,2025-07-03,Investimento
1825,745,1971.2,2025-06-13,Cartão
1826,562,1973.58,2026-03-09,Investimento
1827,357,3793.42,2026-02-05,Cartão
1828,541,3639.24,2025-10-17,Empréstimo
1829,718,4284.14,2026-02-08,Cartão
1830,135,1630.62,2025-02-25,Seguro
1831,469,3280.08,2025-05-21,Investimento
1832,713,2422.56,2025-05-29,Empréstimo
1833,224,4025.71,2025-07-20,Cartão
1834,371,3635.27,2025-04-15,Empréstimo
1835,386,4752.98,2026-03-14,Empréstimo
1836,949,300.53,2025-12-31,Investimento
1837,184,4726.41,2025-05-01,Conta Digital
1838,666,1705.66,2026-03-21,Empréstimo
1839,643,3618.3,2025-09-08,Cartão
1840,122,1219.46,2026-05-16,Seguro
1841,705,2988.85,2025-06-26,Investimento
1842,795,3465.14,2025-04-02,Investimento
1843,886,4094.61,2026-01-27,Seguro
1844,648,3272.91,2026-01-12,Cartão
1845,123,600.81,2025-05-05,Investimento
1846,657,3350.59,2026-06-06,Empréstimo
1847,24,2942.52,2026-05-07,Seguro
1848,711,3731.89,2025-07-05,Investimento
1849,496,4999.77,2026-03-21,Seguro
1850,586,643.68,2025-11-30,Cartão
1851,731,4546.23,2025-07-09,Investimento
1852,833,3509.69,2026-02-08,Conta Digital
1853,838,2691.36,2026-05-16,Cartão
1854,532,4188.98,2025-05-08,Empréstimo
1855,989,3299.74,2025-05-01,Empréstimo
1856,883,3003.53,2025-07-04,Cartão
1857,569,2247.22,2025-11-18,Cartão
1858,41,661.5,2025-07-31,Empréstimo
1859,90,2821.23,2025-02-05,Cartão
1860,128,2540.62,2026-01-08,Conta Digital
1861,176,2126.8,2025-01-01,Empréstimo
1862,308,249.91,2026-06-16,Seguro
1863,675,2679.83,2025-05-24,Conta Digital
1864,503,3481.61,2026-06-20,Seguro
1865,621,2700.28,2025-08-03,Cartão
1866,679,4102.42,2025-08-31,Cartão
1867,193,725.5,2025-08-09,Empréstimo
1868,617,2769.31,2026-01-03,Seguro
1869,132,3650.94,2026-03-09,Cartão
1870,564,1289.74,2026-01-26,Empréstimo
1871,410,2291.22,2025-09-18,Investimento
1872,963,3478.69,2025-07-28,Cartão
1873,645,3668.72,2025-07-17,Seguro
1874,578,3293.44,2026-06-08,Conta Digital
1875,168,2110.04,2025-06-07,Seguro
1876,807,2179.46,2025-01-27,Conta Digital
1877,254,406.07,2025-05-08,Conta Digital
1878,113,3426.22,2026-02-21,Cartão
1879,338,3208.08,2026-01-07,Seguro
1880,797,1380.8,2025-08-20,Seguro
1881,11,507.78,2025-08-16,Investimento
1882,975,542.91,2025-05-07,Empréstimo
1883,540,3647.07,2025-11-10,Conta Digital
1884,842,4037.85,2025-04-08,Conta Digital
1885,358,3508.27,2025-10-16,Conta Digital
1886,278,3045.19,2025-02-19,Empréstimo
1887,326,4733.62,2026-02-03,Empréstimo
1888,354,4034.3,2026-02-17,Investimento
1889,607,655.31,2025-01-10,Conta Digital
1890,731,794.35,2025-05-10,Empréstimo
1891,388,2846.45,2025-10-01,Cartão
1892,941,3632.59,2026-01-15,Empréstimo
1893,695,3051.34,2026-04-14,Empréstimo
1894,450,4931.51,2026-04-25,Conta Digital
1895,294,1393.6,2026-03-15,Conta Digital
1896,965,3597.96,2025-08-23,Seguro
1897,651,4292.45,2025-11-09,Investimento
1898,790,1577.43,2025-04-03,Cartão
1899,79,3655.17,2025-04-06,Empréstimo
1900,590,305.91,2025-10-20,Conta Digital
1901,952,2474.4,2025-01-11,Investimento
1902,694,2553.24,2025-05-20,Investimento
1903,510,2584.76,2025-05-08,Investimento
1904,15,3089.11,2025-01-08,Investimento
1905,720,2680.94,2025-12-20,Empréstimo
1906,757,3312.65,2026-06-25,Conta Digital
1907,44,3044.72,2025-06-22,Conta Digital
1908,926,1140.84,2025-03-18,Seguro
1909,860,683.93,2025-12-28,Cartão
1910,433,2487.63,2025-06-24,Seguro
1911,994,583.9,2025-09-13,Conta Digital
1912,872,3836.74,2025-05-01,Seguro
1913,307,2425.96,2025-09-29,Empréstimo
1914,3,3695.37,2026-02-08,Empréstimo
1915,946,1538.0,2026-06-12,Cartão
1916,958,2326.02,2026-05-15,Cartão
1917,365,49.34,2026-04-17,Seguro
1918,306,1782.39,2025-01-06,Seguro
1919,912,3617.72,2026-02-16,Seguro
1920,10,524.66,2026-05-19,Empréstimo
1921,87,2654.9,2025-06-07,Investimento
1922,127,4567.28,2025-01-08,Empréstimo
1923,788,3290.03,2025-08-20,Investimento
1924,405,1884.06,2026-01-09,Investimento
1925,914,927.27,2025-10-03,Cartão
1926,450,3288.27,2026-03-26,Empréstimo
1927,144,1781.61,2026-03-21,Cartão
1928,368,4420.21,2025-07-23,Cartão
1929,195,1438.8,2025-05-17,Investimento
1930,432,3724.74,2025-02-02,Empréstimo
1931,683,1010.98,2026-05-06,Seguro
1932,122,2117.05,2026-05-23,Empréstimo
1933,333,3760.43,2026-02-14,Conta Digital
1934,744,4619.34,2026-02-03,Empréstimo
1935,113,4789.24,2025-01-22,Empréstimo
1936,160,1733.72,2025-01-14,Empréstimo
1937,54,3397.99,2025-12-17,Investimento
1938,1000,2993.49,2025-01-09,Investimento
1939,492,1461.54,2026-05-13,Cartão
1940,780,2156.18,2025-06-06,Conta Digital
1941,192,1262.34,2025-04-28,Seguro
1942,718,1251.82,2026-03-16,Empréstimo
1943,486,3538.18,2025-04-16,Conta Digital
1944,626,922.32,2025-06-02,Empréstimo
1945,124,678.83,2025-02-09,Seguro
1946,197,4646.91,2026-03-13,Cartão
1947,632,1014.22,2025-02-22,Investimento
1948,418,2634.36,2025-08-25,Empréstimo
1949,345,2141.86,2025-03-04,Conta Digital
1950,438,3226.49,2025-11-08,Cartão
1951,276,1830.61,2025-12-26,Investimento
1952,253,1612.81,2025-02-18,Empréstimo
1953,42,22.67,2025-11-26,Empréstimo
1954,293,2370.85,2025-04-14,Investimento
1955,190,1276.27,2026-05-19,Seguro
